# ID_REF	IDENTIFIER	Gene title	Gene symbol	Gene ID	GenBank Accession
2056_at	FGFR1	fibroblast growth factor receptor 1	FGFR1	2260	M34641
2057_g_at	FGFR1	fibroblast growth factor receptor 1	FGFR1	2260	M34641
2058_s_at	ITGB5	integrin subunit beta 5	ITGB5	3693	M35011
2059_s_at	LCK	LCK proto-oncogene, Src family tyrosine kinase	LCK	3932	M36881
205_g_at	HOXA4	homeobox A4	HOXA4	3201	M74297
2060_at	BCL2	BCL2, apoptosis regulator	BCL2	596	M13995
2061_at	ITGA4	integrin subunit alpha 4	ITGA4	3676	L12002
2062_at	IGFBP7	insulin like growth factor binding protein 7	IGFBP7	3490	L19182
2063_at	BIVM-ERCC5	BIVM-ERCC5 readthrough///ERCC excision repair 5, endonuclease	BIVM-ERCC5///ERCC5	100533467///2073	L20046
2064_g_at	BIVM-ERCC5	BIVM-ERCC5 readthrough///ERCC excision repair 5, endonuclease	BIVM-ERCC5///ERCC5	100533467///2073	L20046
2065_s_at	BAX	BCL2 associated X, apoptosis regulator	BAX	581	L22473
2066_at	BAX	BCL2 associated X, apoptosis regulator	BAX	581	L22474
2067_f_at	BAX	BCL2 associated X, apoptosis regulator	BAX	581	L22475
2068_s_at	E2F2	E2F transcription factor 2	E2F2	1870	L22846
2069_s_at	CTNNA1	catenin alpha 1	CTNNA1	1495	L23805
206_at	CTSE	cathepsin E	CTSE	1510	M84424
2070_i_at	MAPK8	mitogen-activated protein kinase 8	MAPK8	5599	L26318
2071_s_at	MAPK8	mitogen-activated protein kinase 8	MAPK8	5599	L26318
2072_at	CDH12	cadherin 12	CDH12	1010	L34057
2073_s_at	CDH13	cadherin 13	CDH13	1012	L34058
2074_at	GJA5	gap junction protein alpha 5	GJA5	2702	L34954
2075_s_at	LOC100996792	dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3	LOC100996792///MAP2K3	100996792///5606	L36719
2076_s_at	EFNB1	ephrin B1	EFNB1	1947	L37361
2077_at	ITGA6	integrin subunit alpha 6	ITGA6	3655	L40385
2078_s_at	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	MYCN	4613	M13228
2079_s_at	IGF2	insulin like growth factor 2	IGF2	3481	X03562
207_at	STIP1	stress induced phosphoprotein 1	STIP1	10963	M86752
2080_s_at	ERCC6	ERCC excision repair 6, chromatin remodeling factor	ERCC6	2074	L04791
2081_s_at	PRKCQ	protein kinase C theta	PRKCQ	5588	L07032
2082_s_at	CDH1	cadherin 1	CDH1	999	L08599
2083_at	CCKBR	cholecystokinin B receptor	CCKBR	887	L10822
2084_s_at	ETV4	ETS variant 4	ETV4	2118	D12765
2085_s_at	CTNNA1	catenin alpha 1	CTNNA1	1495	D14705
2086_s_at	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	7301	D17517
2087_s_at	CDH11	cadherin 11	CDH11	1009	D21254
2088_s_at	EPHB2	EPH receptor B2	EPHB2	2048	D31661
2089_s_at	ERBB3	erb-b2 receptor tyrosine kinase 3	ERBB3	2065	
208_at	CTNNA2	catenin alpha 2	CTNNA2	1496	M94151
2090_i_at	WNT6	Wnt family member 6	WNT6	7475	
2091_at	WNT4	Wnt family member 4	WNT4	54361	
2092_s_at	SPP1	secreted phosphoprotein 1	SPP1	6696	J04765
2093_s_at	XRCC5	X-ray repair cross complementing 5	XRCC5	7520	J04977
2094_s_at	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	FOS	2353	K00650
209_at	NRG1	neuregulin 1	NRG1	3084	M94167
210_at	PLCB2	phospholipase C beta 2	PLCB2	5330	M95678
211_at	DR1	down-regulator of transcription 1	DR1	1810	M97388
212_at	ROR2	receptor tyrosine kinase like orphan receptor 2	ROR2	4920	M97639
213_at	ROR1	receptor tyrosine kinase like orphan receptor 1	ROR1	4919	M97675
214_at	MSX1	msh homeobox 1	MSX1	4487	M97676
215_g_at	MSX1	msh homeobox 1	MSX1	4487	M97676
216_at	PTGDS	prostaglandin D2 synthase	PTGDS	5730	AH005144
217_at	KLK2	kallikrein related peptidase 2	KLK2	3817	S39329
218_at	IK	IK cytokine, down-regulator of HLA II	IK	3550	S74221
219_i_at	MAP2	microtubule associated protein 2	MAP2	4133	S76756
220_r_at	MAP2	microtubule associated protein 2	MAP2	4133	S76756
221_s_at	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	PIGA	5277	S78467
222_at	EXT1	exostosin glycosyltransferase 1	EXT1	2131	S79639
223_at	UBE2L3	ubiquitin conjugating enzyme E2 L3	UBE2L3	7332	S81003
224_at	KLF10	Kruppel like factor 10	KLF10	7071	S81439
225_at	GNB3	G protein subunit beta 3	GNB3	2784	M31328
226_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	PRKAR1A	5573	M33336
227_g_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	PRKAR1A	5573	M33336
228_at	RALB	RALB Ras like proto-oncogene B	RALB	5899	M35416
229_at	CEBPZ	CCAAT/enhancer binding protein zeta	CEBPZ	10153	M37197
230_s_at	FSHB	follicle stimulating hormone beta subunit	FSHB	2488	AH003599
231_at	TGM2	transglutaminase 2	TGM2	7052	M55153
232_at	LAMC1	laminin subunit gamma 1	LAMC1	3915	AH002860
233_s_at	MATN1	matrilin 1, cartilage matrix protein	MATN1	4146	AH004880
234_s_at	PTN	pleiotrophin	PTN	5764	M57399
235_at	S100B	S100 calcium binding protein B	S100B	6285	AH002981
236_at	GNAO1	G protein subunit alpha o1	GNAO1	2775	AH002708
237_s_at	PPP2CA	protein phosphatase 2 catalytic subunit alpha	PPP2CA	5515	M60483
238_at	RPS6KB1	ribosomal protein S6 kinase B1	RPS6KB1	6198	M60724
239_at	CTSD	cathepsin D	CTSD	1509	AH002629
240_at	SRM	spermidine synthase	SRM	6723	M64231
241_g_at	SRM	spermidine synthase	SRM	6723	M64231
242_at	MAP4	microtubule associated protein 4	MAP4	4134	M64571
243_g_at	MAP4	microtubule associated protein 4	MAP4	4134	M64571
244_at	HSF1	heat shock transcription factor 1	HSF1	3297	M64673
245_at	SELL	selectin L	SELL	6402	M25280
246_at	KLK1	kallikrein 1	KLK1	3816	M25629
247_s_at	CYP21A1P	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2	CYP21A1P///CYP21A2	1590///1589	M26856
248_at	COPS2	COP9 signalosome subunit 2	COPS2	9318	L40388
249_at	NFATC4	nuclear factor of activated T-cells 4	NFATC4	4776	L41066
250_at	NFATC3	nuclear factor of activated T-cells 3	NFATC3	4775	L41067
251_at	CAMK1	calcium/calmodulin dependent protein kinase I	CAMK1	8536	L41816
252_at	GPR18	G protein-coupled receptor 18	GPR18	2841	L42324
253_g_at	GPR18	G protein-coupled receptor 18	GPR18	2841	L42324
254_at	H3F3AP4	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A	H3F3AP4///H3F3B///H3F3A	440926///3021///3020	M11353
255_s_at	INHA	inhibin alpha subunit	INHA	3623	M13981
256_s_at	RPSAP9	ribosomal protein SA pseudogene 9///small nucleolar RNA, H/ACA box 6///ribosomal protein SA pseudogene 58///ribosomal protein SA pseudogene 15///small nucleolar RNA, H/ACA box 62///ribosomal protein SA	RPSAP9///SNORA6///RPSAP58///RPSAP15///SNORA62///RPSA	653162///574040///388524///220885///6044///3921	M14199
257_at	ITGAV	integrin subunit alpha V	ITGAV	3685	M14648
258_at	LTA	lymphotoxin alpha	LTA	4049	M16441
259_s_at	TNF	tumor necrosis factor	TNF	7124	M16441
260_at	QDPR	quinoid dihydropteridine reductase	QDPR	5860	M16447
261_s_at	APOB	apolipoprotein B	APOB	338	
262_at	AMD1	adenosylmethionine decarboxylase 1	AMD1	262	M21154
263_g_at	AMD1	adenosylmethionine decarboxylase 1	AMD1	262	M21154
264_at	ADRA2A	adrenoceptor alpha 2A	ADRA2A	150	M23533
265_s_at	SELE	selectin E	SELE	6401	M24736
266_s_at	CD24	CD24 molecule	CD24	100133941	L33930
267_at	MTOR	mechanistic target of rapamycin	MTOR	2475	L34075
268_at	PECAM1	platelet and endothelial cell adhesion molecule 1	PECAM1	5175	L34657
269_at	OASL	2'-5'-oligoadenylate synthetase like	OASL	8638	L40387
270_at	CYP3A4	cytochrome P450 family 3 subfamily A member 4	CYP3A4	1576	J04449
271_s_at	CTSE	cathepsin E	CTSE	1510	J05036
272_at	GRP	gastrin releasing peptide	GRP	2922	K02054
273_g_at	GRP	gastrin releasing peptide	GRP	2922	K02054
274_at	ZNF148	zinc finger protein 148	ZNF148	7707	L04282
275_at	DUSP3	dual specificity phosphatase 3	DUSP3	1845	L05147
276_at	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	DNAJA1	3301	L08069
277_at	MCL1	BCL2 family apoptosis regulator	MCL1	4170	L08246
278_at	NPR2	natriuretic peptide receptor 2	NPR2	4882	L13436
279_at	NR4A1	nuclear receptor subfamily 4 group A member 1	NR4A1	3164	L13740
280_g_at	NR4A1	nuclear receptor subfamily 4 group A member 1	NR4A1	3164	L13740
281_s_at	PPP3CA	protein phosphatase 3 catalytic subunit alpha	PPP3CA	5530	L14778
282_at	KIF20B	kinesin family member 20B	KIF20B	9585	L16782
283_at	UQCRC1	ubiquinol-cytochrome c reductase core protein I	UQCRC1	7384	L16842
284_at	HIST1H2AH	histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	85235///8969///8336///8332///8330///8329	L19778
285_g_at	HIST1H2AH	histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	85235///8969///8336///8332///8330///8329	L19778
286_at	HIST2H2AA4	histone cluster 2, H2aa4///histone cluster 2, H2aa3	HIST2H2AA4///HIST2H2AA3	723790///8337	L19779
287_at	ATF3	activating transcription factor 3	ATF3	467	L19871
288_s_at	LBR	lamin B receptor	LBR	3930	L25931
289_at	STAT3	signal transducer and activator of transcription 3	STAT3	6774	L29277
290_s_at	GPR3	G protein-coupled receptor 3	GPR3	2827	L32831
291_s_at	TACSTD2	tumor-associated calcium signal transducer 2	TACSTD2	4070	J04152
292_s_at	CLK1	CDC like kinase 1	CLK1	1195	
293_at	VENTXP7	VENT homeobox pseudogene 7	VENTXP7	391518	
294_s_at	CDK11A	cyclin dependent kinase 11A///cyclin dependent kinase 11B	CDK11A///CDK11B	728642///984	
295_s_at	LHX1	LIM homeobox 1	LHX1	3975	
296_at	TUBB2A	tubulin beta 2A class IIa	TUBB2A	7280	
297_g_at	TUBB2A	tubulin beta 2A class IIa	TUBB2A	7280	
298_at	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	MUC5AC	4586	
299_i_at	TIGR: HG4518-HT4921				
300_f_at	TIGR: HG4518-HT4921				
301_at	LOC100508689	mucin	LOC100508689	100508689	
302_at	TIGR: HG896-HT896				
303_at	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	6654	
304_at	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	SOS2	6655	
305_g_at	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	SOS2	6655	
306_s_at	HMGN1	high mobility group nucleosome binding domain 1	HMGN1	3150	J02621
307_at	ALOX5	arachidonate 5-lipoxygenase	ALOX5	240	J03600
308_f_at	GH2	growth hormone 2	GH2	2689	J03756
309_f_at	GH2	growth hormone 2	GH2	2689	J03756
310_s_at	MAPT	microtubule associated protein tau	MAPT	4137	J03778
311_s_at	FN1	fibronectin 1	FN1	2335	
312_s_at	PTK2	protein tyrosine kinase 2	PTK2	5747	
31307_at	L17325				L17325
31308_at	L17330				L17330
31309_r_at	U50277				U50277
31310_at	GLRA1	glycine receptor alpha 1	GLRA1	2741	X52009
31311_at	X61070				X61070
31312_at	KCNB2	potassium voltage-gated channel subfamily B member 2	KCNB2	9312	U69962
31313_at	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	MGAT5	4249	D17716
31314_at	BMP3	bone morphogenetic protein 3	BMP3	651	M22491
31315_at	IGLJ3	immunoglobulin lambda joining 3///immunoglobulin lambda variable cluster	IGLJ3///IGLV@	28831///3546	D84143
31316_at	L09234				L09234
31317_r_at	SKAP2	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)	SKAP2///IGHG1	8935///3500	M21388
31318_at	KITLG	KIT ligand	KITLG	4254	S80491
31319_at	IGKV2OR22-4	immunoglobulin kappa variable 2/OR22-4 (pseudogene)	IGKV2OR22-4	28847	M20707
31320_at	GPR12	G protein-coupled receptor 12	GPR12	2835	U18548
31321_at	U41737				U41737
31322_at	YME1L1	YME1 like 1 ATPase	YME1L1	10730	X61079
31323_r_at	SLC1A2	solute carrier family 1 member 2	SLC1A2	6506	S83374
31324_at	U82303				U82303
31325_at	U82306				U82306
31326_at	C1orf68	chromosome 1 open reading frame 68	C1orf68	100129271	AF005081
31327_at	IGHV3-23	immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1	IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1	28442///28396///3507///3500///3493	AF015124
31328_at	SLC34A1	solute carrier family 34 member 1	SLC34A1	6569	L13258
31329_at	M84605				M84605
31330_at	RPS19	ribosomal protein S19	RPS19	6223	M81757
31331_at	L10123				L10123
31332_at	AF034207				AF034207
31333_at	TLL1	tolloid like 1	TLL1	7092	U91963
31334_at	GPR45	G protein-coupled receptor 45	GPR45	11250	U92642
31335_at	IGF1R	insulin like growth factor 1 receptor	IGF1R	3480	AF020763
31336_at	ZNF749	zinc finger protein 749	ZNF749	388567	
31337_at	GNRH2	gonadotropin releasing hormone 2	GNRH2	2797	AF036329
31338_at	R3HCC1L	R3H domain and coiled-coil containing 1 like	R3HCC1L	27291	AF050198
31339_at	PI15	peptidase inhibitor 15	PI15	51050	D45027
31340_at	MMP20	matrix metallopeptidase 20	MMP20	9313	Y12779
31341_at	KCNC3	potassium voltage-gated channel subfamily C member 3	KCNC3	3748	AF055989
31342_at	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	GALNT2	2590	X85019
31343_at	IL1RN	interleukin 1 receptor antagonist	IL1RN	3557	AJ005835
31344_at	IGLV6-57	immunoglobulin lambda variable 6-57	IGLV6-57	28778	AF063725
31345_at	TMPRSS11D	transmembrane protease, serine 11D	TMPRSS11D	9407	AB002134
31346_at	DUX1	double homeobox 1	DUX1	26584	AJ001481
31347_at	IGLC1	immunoglobulin lambda constant 1	IGLC1	3537	AF058075
31348_at	X75917				X75917
31349_at	PPBPP2	pro-platelet basic protein pseudogene 2	PPBPP2	10895	L10403
31350_at	OR10H3	olfactory receptor family 10 subfamily H member 3	OR10H3	26532	
31351_at	X63966				X63966
31352_at	RNASE1	ribonuclease A family member 1, pancreatic	RNASE1	6035	S79281
31353_f_at	FOXE1	forkhead box E1	FOXE1	2304	X94553
31354_r_at	FOXE1	forkhead box E1	FOXE1	2304	X94553
31355_at	ASCL2	achaete-scute family bHLH transcription factor 2	ASCL2	430	U77629
31356_at	JAKMIP1	janus kinase and microtubule interacting protein 1	JAKMIP1	152789	W27600
31357_at	W26214				W26214
31358_at	W26228				W26228
31359_at	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	NDUFV2	4729	W27130
31360_at	W26343				W26343
31361_at	W27556				W27556
31362_at	W26626				W26626
31363_at	W27607				W27607
31364_i_at	NFAT5	nuclear factor of activated T-cells 5	NFAT5	10725	W27762
31365_f_at	NFAT5	nuclear factor of activated T-cells 5	NFAT5	10725	W27762
31366_at	NR2E3	nuclear receptor subfamily 2 group E member 3	NR2E3	10002	W27871
31367_at	TTLL5	tubulin tyrosine ligase like 5	TTLL5	23093	W27895
31368_at	SCAPER	S-phase cyclin A associated protein in the ER	SCAPER	49855	W27967
31369_at	W28184				W28184
31370_at	W28191				W28191
31371_at	W28197				W28197
31372_at	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	GALNT18	374378	W28203
31373_at	W28249				W28249
31374_at	W28268				W28268
31375_at	W28546				W28546
31376_at	W28918				W28918
31377_r_at	W26469				W26469
31378_at	PITX3	paired like homeodomain 3	PITX3	5309	AF041339
31379_at	AF072164				AF072164
31380_at	ERN1	endoplasmic reticulum to nucleus signaling 1	ERN1	2081	AF059198
31381_at	PGLYRP1	peptidoglycan recognition protein 1	PGLYRP1	8993	AF076483
31382_f_at	UGT2B11	UDP glucuronosyltransferase family 2 member B11	UGT2B11	10720	AF016492
31383_at	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene	LOC643733	643733	AF078533
31384_at	W28702				W28702
31385_at	MIR6805	microRNA 6805///ribosomal protein L28	MIR6805///RPL28	102465483///6158	U14969
31386_at	IGKV1OR2-118	immunoglobulin kappa variable 1/OR2-118 (pseudogene)	IGKV1OR2-118	339562	M20812
31387_at	AF068744				AF068744
31388_at	DIAPH2-AS1	DIAPH2 antisense RNA 1	DIAPH2-AS1	10824	L22650
31389_at	U46752				U46752
31390_at	ZNF154	zinc finger protein 154	ZNF154	7710	U20648
31391_at	HAP1	huntingtin associated protein 1	HAP1	9001	AF040723
31392_r_at	ERC2-IT1	ERC2 intronic transcript 1	ERC2-IT1	711	U88965
31393_r_at	UTF1	undifferentiated embryonic cell transcription factor 1	UTF1	8433	AB011076
31394_at	SERPINI2	serpin family I member 2	SERPINI2	5276	AB006423
31395_i_at	MSI1	musashi RNA binding protein 1	MSI1	4440	AB012851
31396_r_at	MSI1	musashi RNA binding protein 1	MSI1	4440	AB012851
31397_at	31397_at				
31398_at	ABCB11	ATP binding cassette subfamily B member 11	ABCB11	8647	AF091582
31399_at	BMP10	bone morphogenetic protein 10	BMP10	27302	AF101441
313_at	GTF2A1	general transcription factor IIA subunit 1	GTF2A1	2957	
31400_at	DGKB	diacylglycerol kinase beta	DGKB	1607	AB018261
31401_r_at	WSCD2	WSC domain containing 2	WSCD2	9671	AB018332
31402_at	HMHB1	histocompatibility minor HB-1	HMHB1	57824	AF103884
31403_at	SLC18A1	solute carrier family 18 member A1	SLC18A1	6570	U39905
31404_at	GRK1	G protein-coupled receptor kinase 1	GRK1	6011	AH007076
31405_at	MTNR1B	melatonin receptor 1B	MTNR1B	4544	U25341
31406_at	GPR50	G protein-coupled receptor 50	GPR50	9248	U52219
31407_at	TMPRSS15	transmembrane protease, serine 15	TMPRSS15	5651	U09860
31408_at	RRH	retinal pigment epithelium-derived rhodopsin homolog	RRH	10692	AF012270
31409_at	SERPINB10	serpin family B member 10	SERPINB10	5273	U35459
31410_at	TNFRSF13B	TNF receptor superfamily member 13B	TNFRSF13B	23495	AF023614
31411_at	BPY2	basic charge, Y-linked, 2	BPY2	9083	AF000980
31412_at	LOC100509646	PTPN13-like protein, Y-linked-like///PTPN13-like, Y-linked 2///PTPN13-like, Y-linked	LOC100509646///PRY2///PRY	100509646///442862///9081	AF000988
31413_at	TTTY1B	testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)	TTTY1B///TTTY1	100101116///50858	AF000990
31414_at	TTTY2B	testis-specific transcript, Y-linked 2B (non-protein coding)///testis-specific transcript, Y-linked 2 (non-protein coding)	TTTY2B///TTTY2	100101117///60439	AF000991
31415_at	XKRY2	XK related, Y-linked 2///XK related, Y-linked	XKRY2///XKRY	353515///9082	AF000997
31416_at	MBTPS2	membrane bound transcription factor peptidase, site 2	MBTPS2	51360	AF019612
31417_at	HCRT	hypocretin neuropeptide precursor	HCRT	3060	AF041240
31418_at	31418_at				
31419_r_at	AF023203				AF023203
31420_at	31420_at				
31421_at	MYL4	myosin light chain 4	MYL4	4635	X52005
31422_at	KRT37	keratin 37	KRT37	8688	Y16793
31423_at	31423_at				
31424_at	OR2F2	olfactory receptor family 2 subfamily F member 2	OR2F2	135948	
31425_g_at	OR2F2	olfactory receptor family 2 subfamily F member 2///olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)	OR2F2///OR2F1	135948///26211	
31426_at	GPR15	G protein-coupled receptor 15	GPR15	2838	U34806
31427_at	U43604				U43604
31428_at	OR5I1	olfactory receptor family 5 subfamily I member 1	OR5I1	10798	U56420
31429_at	YME1L1	YME1 like 1 ATPase	YME1L1	10730	
31430_at	31430_at				
31431_at	FCGRT	Fc fragment of IgG receptor and transporter	FCGRT	2217	U12255
31432_g_at	FCGRT	Fc fragment of IgG receptor and transporter	FCGRT	2217	U12255
31433_at	OR2J2	olfactory receptor family 2 subfamily J member 2	OR2J2	26707	
31434_at	AF086790				AF086790
31435_at	ADAM7	ADAM metallopeptidase domain 7	ADAM7	8756	AF090327
31436_s_at	ESR2	estrogen receptor 2	ESR2	2100	AF061055
31437_r_at	ESR2	estrogen receptor 2	ESR2	2100	AF061055
31438_s_at	CD163	CD163 molecule	CD163	9332	Z22971
31439_f_at	RHD	Rh blood group D antigen///Rh blood group CcEe antigens	RHD///RHCE	6007///6006	X63095
31440_at	TCF7	transcription factor 7 (T-cell specific, HMG-box)	TCF7	6932	Z47363
31441_at	ECRP	ribonuclease A family member 2 pseudogene	ECRP	643332	X55989
31442_at	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5	CEACAM5	1048	Z21818
31443_at	LOC101928269	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1	LOC101928269///LOC100506403///RUNX1	101928269///100506403///861	S76346
31444_s_at	ANXA2P3	annexin A2 pseudogene 3///annexin A2 pseudogene 1///annexin A2	ANXA2P3///ANXA2P1///ANXA2	305///303///302	M62895
31445_at	SHC1P1	SHC adaptor protein 1 pseudogene 1	SHC1P1	6465	Y09846
31446_s_at	SMR3A	submaxillary gland androgen regulated protein 3A///submaxillary gland androgen regulated protein 3B	SMR3A///SMR3B	26952///10879	D89501
31447_at	U63542				U63542
31448_s_at	LILRA2	leukocyte immunoglobulin like receptor A2	LILRA2	11027	U82277
31449_at	IL23A	interleukin 23 subunit alpha///T cell receptor beta variable 19	IL23A///TRBV19	51561///28568	AF009787
31450_s_at	RIT2	Ras like without CAAX 2	RIT2	6014	U78166
31451_at	ARHGAP1	Rho GTPase activating protein 1	ARHGAP1	392	U62794
31452_at	SMNP	survival of motor neuron 1, telomeric pseudogene	SMNP	64939	U91640
31453_s_at	LILRA1	leukocyte immunoglobulin like receptor A1	LILRA1	11024	AF025530
31454_f_at	AF034209				AF034209
31455_r_at	AF034209				AF034209
31456_at	31456_at				
31457_at	FOXD2	forkhead box D2	FOXD2	2306	AF042832
31458_at	KRT76	keratin 76	KRT76	51350	M99063
31459_i_at	IGLV1-44	immunoglobulin lambda variable 1-44	IGLV1-44	28823	AF043586
31460_f_at	IGLV1-44	immunoglobulin lambda variable 1-44	IGLV1-44	28823	AF043586
31461_at	AF050199				AF050199
31462_f_at	SSX5	SSX family member 5	SSX5	6758	U90842
31463_s_at	LOC101929491	uncharacterized LOC101929491///heterogeneous nuclear ribonucleoprotein A1 pseudogene 33///heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1-like 2///heterogeneous nuclear ribonucleoprotein A1	LOC101929491///HNRNPA1P33///HNRNPA1P10///HNRNPA1L2///HNRNPA1	101929491///728643///664709///144983///3178	
31464_at	DCT	dopachrome tautomerase	DCT	1638	AJ000503
31465_g_at	DCT	dopachrome tautomerase	DCT	1638	AJ000503
31466_at	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)	HLA-DRB6	3128	U33547
31467_at	HLA-DOA	major histocompatibility complex, class II, DO alpha	HLA-DOA	3111	M38056
31468_f_at	GRM1	glutamate metabotropic receptor 1	GRM1	2911	W26104
31469_s_at	RUBCN	RUN and cysteine rich domain containing beclin 1 interacting protein	RUBCN	9711	W27234
31470_at	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	PFKFB2	5208	W27604
31471_at	ZNF674	zinc finger protein 674	ZNF674	641339	
31472_s_at	CD44	CD44 molecule (Indian blood group)	CD44	960	AF098641
